time,user_id,channel_capacity,allocated_bitrate,enforced_bitrate,allocated_resources,max_rate,min_rate,tokens,bucket_capacity,was_throttled
88,7,3517.45,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
89,0,6836.57,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
89,1,5246.91,8000,8000,23,9600.0,8000,24800000.0,38400000.0,0
89,2,2295.41,4000,4000,27,6000.0,4000,20000000.0,24000000.0,0
89,3,9344.1,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
89,4,2421.07,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
89,5,2102.3,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
89,6,5741.58,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
89,7,3604.35,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
90,0,6701.63,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
90,1,5052.33,8000,8000,24,9600.0,8000,26400000.0,38400000.0,0
90,2,2324.79,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
90,3,9099.5,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
90,4,2523.13,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
90,5,1846.91,2000,2000,17,3000.0,2000,10000000.0,12000000.0,0
90,6,5998.86,4000,4000,7,6000.0,4000,14000000.0,24000000.0,0
90,7,3722.5,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
91,0,6765.64,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
91,1,5298.01,8000,8000,23,9600.0,8000,28000000.0,38400000.0,0
91,2,2574.61,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
91,3,9353.09,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
91,4,2062.91,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
91,5,1654.98,2000,2000,19,3000.0,2000,10000000.0,12000000.0,0
91,6,5842.66,4000,4000,7,6000.0,4000,16000000.0,24000000.0,0
91,7,3729.02,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
92,0,6895.05,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
92,1,5116.57,8000,8000,24,9600.0,8000,29600000.0,38400000.0,0
92,2,2602.63,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
92,3,9164.25,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
92,4,2000.0,1000,1000,5,1500.0,1000,5000000.0,6000000.0,0
92,5,1443.98,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
92,6,5611.85,4000,4000,8,6000.0,4000,18000000.0,24000000.0,0
92,7,3391.1,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
93,0,6651.08,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
93,1,5379.98,8000,8000,23,9600.0,8000,30400000.0,38400000.0,0
93,2,2460.22,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
93,3,9822.34,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
93,4,2123.33,1000,1000,5,1500.0,1000,5000000.0,6000000.0,0
93,5,1471.7,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
93,6,5397.26,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
93,7,3566.18,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
94,0,6507.17,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
94,1,5410.48,8000,8000,23,9600.0,8000,30400000.0,38400000.0,0
94,2,2844.23,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
94,3,9798.33,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
94,4,2410.65,1000,1000,5,1500.0,1000,5000000.0,6000000.0,0
94,5,1366.23,2000,2000,22,3000.0,2000,10000000.0,12000000.0,0
94,6,5388.52,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
94,7,4008.88,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
95,0,6350.43,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
95,1,5863.59,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
95,2,2950.39,8000,8000,41,9600.0,8000,21600000.0,38400000.0,0
95,3,9657.71,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
95,4,2568.75,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
95,5,1512.11,1000,1000,7,1500.0,1000,5000000.0,6000000.0,0
95,6,5543.97,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
95,7,3616.32,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
96,0,6168.65,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
96,1,5801.71,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
96,2,2939.23,8000,8000,41,9600.0,8000,23200000.0,38400000.0,0
96,3,9812.88,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
96,4,2613.17,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
96,5,1311.81,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
96,6,5639.02,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
96,7,3768.97,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
97,0,6308.59,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
97,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
97,2,3000.0,8000,8000,40,9600.0,8000,24800000.0,38400000.0,0
97,3,9927.68,8000,8000,9,9600.0,8000,21600000.0,38400000.0,0
97,4,2595.63,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
97,5,1062.66,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
97,6,5746.42,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
97,7,3820.89,4000,4000,16,6000.0,4000,14000000.0,24000000.0,0
98,0,6376.49,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
98,1,5680.81,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
98,2,2837.84,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
98,3,10190.96,8000,8000,8,9600.0,8000,23200000.0,38400000.0,0
98,4,2585.74,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
98,5,1164.89,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
98,6,5753.5,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
98,7,3828.33,4000,4000,16,6000.0,4000,16000000.0,24000000.0,0
99,0,6611.06,8000,8000,19,9600.0,8000,21600000.0,38400000.0,0
99,1,5551.8,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
99,2,2852.26,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
99,3,10075.4,8000,8000,8,9600.0,8000,24800000.0,38400000.0,0
99,4,2477.12,1000,1000,5,1500.0,1000,5000000.0,6000000.0,0
99,5,1118.51,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
99,6,5809.03,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
99,7,3708.64,4000,4000,17,6000.0,4000,18000000.0,24000000.0,0
100,0,6925.0,8000,8000,18,9600.0,8000,23200000.0,38400000.0,0
100,1,5328.15,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
100,2,2824.23,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
100,3,9965.46,8000,8000,9,9600.0,8000,26400000.0,38400000.0,0
100,4,2838.87,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
100,5,1148.0,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
100,6,6067.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
100,7,3337.25,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
101,0,6991.76,8000,8000,18,9600.0,8000,24800000.0,38400000.0,0
101,1,5550.56,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
101,2,2836.57,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
101,3,10231.83,8000,8000,8,9600.0,8000,28000000.0,38400000.0,0
101,4,2709.54,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
101,5,1359.4,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
101,6,6641.72,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
101,7,3246.54,4000,4000,19,6000.0,4000,20000000.0,24000000.0,0
102,0,6880.39,8000,8000,18,9600.0,8000,26400000.0,38400000.0,0
102,1,5913.9,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
102,2,3000.0,4000,4000,20,6000.0,4000,20000000.0,24000000.0,0
102,3,10101.12,8000,8000,8,9600.0,8000,29600000.0,38400000.0,0
102,4,2604.5,2000,2000,8,3000.0,2000,7000000.0,12000000.0,0
102,5,1317.13,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
102,6,6305.61,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
102,7,3016.88,4000,4000,20,6000.0,4000,20000000.0,24000000.0,0
103,0,6629.35,8000,8000,19,9600.0,8000,28000000.0,38400000.0,0
103,1,5721.95,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
103,2,2994.8,4000,4000,21,6000.0,4000,20000000.0,24000000.0,0
103,3,10159.67,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
103,4,2992.12,2000,2000,7,3000.0,2000,8000000.0,12000000.0,0
103,5,1167.38,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
103,6,6551.69,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
103,7,2963.38,4000,4000,21,6000.0,4000,20000000.0,24000000.0,0
104,0,6616.98,8000,8000,19,9600.0,8000,29600000.0,38400000.0,0
104,1,5890.66,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
104,2,2826.39,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
104,3,10255.27,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
104,4,3033.73,2000,2000,7,3000.0,2000,9000000.0,12000000.0,0
104,5,1241.25,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
104,6,6623.98,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
104,7,3577.21,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
105,0,6457.55,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
105,1,5757.91,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
105,2,2732.92,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
105,3,10116.4,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
105,4,2874.39,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
105,5,1419.6,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
105,6,6979.11,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
105,7,3434.52,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
106,0,6249.46,8000,8000,20,9600.0,8000,30400000.0,38400000.0,0
106,1,5875.76,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
106,2,2650.08,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
106,3,10274.64,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
106,4,2925.12,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
106,5,1192.24,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
106,6,7365.98,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
106,7,3883.49,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
107,0,6096.26,8000,8000,20,9600.0,8000,30400000.0,38400000.0,0
107,1,5778.84,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
107,2,2692.96,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
107,3,10358.25,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
107,4,3089.75,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
107,5,1493.77,2000,2000,21,3000.0,2000,7000000.0,12000000.0,0
107,6,7321.75,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
107,7,3683.92,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
108,0,5751.43,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
108,1,5596.11,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
108,2,2688.0,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
108,3,10806.89,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
108,4,2960.35,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
108,5,1527.34,2000,2000,20,3000.0,2000,8000000.0,12000000.0,0
108,6,7317.64,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
108,7,3981.01,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
109,0,6383.17,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
109,1,5463.39,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
109,2,2614.58,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
109,3,11067.93,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
109,4,3130.82,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
109,5,1804.34,2000,2000,17,3000.0,2000,9000000.0,12000000.0,0
109,6,7463.62,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
109,7,3891.19,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
110,0,6530.83,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
110,1,5740.56,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
110,2,2737.65,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
110,3,11194.75,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
110,4,3397.49,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
110,5,1979.74,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
110,6,7809.16,8000,8000,16,9600.0,8000,21600000.0,38400000.0,0
110,7,4053.37,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
111,0,6489.05,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
111,1,5777.24,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
111,2,2918.63,4000,4000,21,6000.0,4000,20000000.0,24000000.0,0
111,3,10990.52,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
111,4,3489.66,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
111,5,1920.73,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
111,6,7816.35,8000,8000,16,9600.0,8000,23200000.0,38400000.0,0
111,7,4372.98,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
112,0,6536.83,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
112,1,5788.85,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
112,2,2714.65,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
112,3,11177.08,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
112,4,3651.03,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
112,5,2245.22,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
112,6,7739.4,8000,8000,16,9600.0,8000,24800000.0,38400000.0,0
112,7,4427.77,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
113,0,6599.17,8000,8000,19,9600.0,8000,30400000.0,38400000.0,0
113,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
113,2,2700.36,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
113,3,11246.83,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
113,4,3803.01,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
113,5,2273.21,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
113,6,7627.8,8000,8000,16,9600.0,8000,26400000.0,38400000.0,0
113,7,4476.29,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
114,0,6867.58,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
114,1,5743.37,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
114,2,2720.3,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
114,3,11071.8,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
114,4,4101.77,4000,4000,10,6000.0,4000,14000000.0,24000000.0,0
114,5,2044.74,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
114,6,7488.06,8000,8000,17,9600.0,8000,28000000.0,38400000.0,0
114,7,4570.6,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
115,0,7258.96,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
115,1,5726.93,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
115,2,2637.02,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
115,3,11542.09,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
115,4,3739.76,4000,4000,17,6000.0,4000,16000000.0,24000000.0,0
115,5,1714.92,2000,2000,18,3000.0,2000,10000000.0,12000000.0,0
115,6,7598.07,8000,8000,16,9600.0,8000,29600000.0,38400000.0,0
115,7,4445.08,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
116,0,7003.65,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
116,1,5904.02,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
116,2,2673.59,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
116,3,11401.07,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
116,4,3419.69,4000,4000,18,6000.0,4000,18000000.0,24000000.0,0
116,5,1845.78,2000,2000,17,3000.0,2000,10000000.0,12000000.0,0
116,6,7760.62,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
116,7,4420.29,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
117,0,7465.31,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
117,1,5636.5,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
117,2,2444.76,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
117,3,11228.1,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
117,4,3408.29,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
117,5,1882.28,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
117,6,7700.31,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
117,7,4508.3,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
118,0,7152.43,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
118,1,5997.44,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
118,2,2432.44,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
118,3,11507.42,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
118,4,3493.97,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
118,5,1950.8,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
118,6,7842.75,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
118,7,4620.23,4000,4000,9,6000.0,4000,14000000.0,24000000.0,0
119,0,7313.11,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
119,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
119,2,2461.92,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
119,3,11684.67,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
119,4,3471.54,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
119,5,2166.82,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
119,6,7673.65,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
119,7,5070.46,4000,4000,8,6000.0,4000,16000000.0,24000000.0,0
120,0,7303.07,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
120,1,5642.31,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
120,2,2481.13,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
120,3,11514.41,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
120,4,3681.7,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
120,5,2068.92,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
120,6,7562.11,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
120,7,4598.08,4000,4000,9,6000.0,4000,18000000.0,24000000.0,0
121,0,7189.99,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
121,1,5036.34,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
121,2,2243.55,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
121,3,11704.51,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
121,4,3878.15,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
121,5,2132.74,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
121,6,7320.36,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
121,7,4586.15,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
122,0,7189.09,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
122,1,4746.75,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
122,2,2469.06,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
122,3,11923.85,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
122,4,3822.91,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
122,5,2136.77,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
122,6,7372.46,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
122,7,4075.72,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
123,0,7127.3,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
123,1,4576.25,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
123,2,2318.81,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
123,3,11853.58,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
123,4,4272.33,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
123,5,2232.9,4000,4000,27,6000.0,4000,14000000.0,24000000.0,0
123,6,7229.66,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
123,7,4218.86,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
124,0,7477.14,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
124,1,4807.41,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
124,2,2327.76,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
124,3,11691.84,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
124,4,4446.89,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
124,5,2291.92,4000,4000,27,6000.0,4000,16000000.0,24000000.0,0
124,6,7453.46,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
124,7,4377.66,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
125,0,7739.52,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
125,1,4673.6,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
125,2,2525.37,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
125,3,11741.24,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
125,4,4965.7,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
125,5,2188.54,4000,4000,28,6000.0,4000,18000000.0,24000000.0,0
125,6,7887.45,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
125,7,4427.13,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
126,0,7576.67,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
126,1,4552.63,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
126,2,2477.32,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
126,3,11847.29,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
126,4,5096.41,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
126,5,2102.49,4000,4000,29,6000.0,4000,20000000.0,24000000.0,0
126,6,7881.37,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
126,7,4962.7,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
127,0,8008.55,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
127,1,4661.71,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
127,2,2483.02,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
127,3,11877.29,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
127,4,5249.79,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
127,5,1949.07,4000,4000,31,6000.0,4000,20000000.0,24000000.0,0
127,6,7817.02,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
127,7,4545.55,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
128,0,8108.36,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
128,1,4823.51,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
128,2,2410.54,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
128,3,12000.0,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
128,4,4943.35,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
128,5,1729.41,4000,4000,35,6000.0,4000,20000000.0,24000000.0,0
128,6,7873.13,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
128,7,4807.33,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
129,0,8529.34,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
129,1,4708.79,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
129,2,2572.34,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
129,3,11990.37,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
129,4,4900.19,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
129,5,1861.96,4000,4000,33,6000.0,4000,20000000.0,24000000.0,0
129,6,8036.21,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
129,7,4413.23,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
130,0,8898.48,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
130,1,5053.81,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
130,2,2478.51,4000,4000,25,6000.0,4000,14000000.0,24000000.0,0
130,3,12000.0,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
130,4,5023.7,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
130,5,1901.06,4000,4000,32,6000.0,4000,20000000.0,24000000.0,0
130,6,7898.64,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
130,7,4245.33,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
131,0,8892.09,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
131,1,5346.99,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
131,2,2560.05,4000,4000,24,6000.0,4000,16000000.0,24000000.0,0
131,3,11907.35,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
131,4,5216.62,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
131,5,1473.78,4000,4000,41,6000.0,4000,20000000.0,24000000.0,0
131,6,8185.83,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
131,7,3810.4,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
132,0,8801.48,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
132,1,5067.07,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
132,2,2365.84,4000,4000,26,6000.0,4000,18000000.0,24000000.0,0
132,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
132,4,5099.7,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
132,5,1525.76,4000,4000,40,6000.0,4000,20000000.0,24000000.0,0
132,6,8174.1,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
132,7,3929.66,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
133,0,8820.68,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
133,1,4746.33,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
133,2,2515.28,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
133,3,11876.56,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
