time,user_id,channel_capacity,allocated_bitrate,enforced_bitrate,allocated_resources,max_rate,min_rate,tokens,bucket_capacity,was_throttled
44,2,2700.99,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
44,3,8073.95,8000,8000,10,9600.0,8000,21600000.0,38400000.0,0
44,4,3232.13,8000,8000,38,9600.0,8000,30400000.0,38400000.0,0
44,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
44,6,6534.64,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
44,7,5209.44,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
45,0,8927.82,8000,8000,9,9600.0,8000,21600000.0,38400000.0,0
45,1,5806.75,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
45,2,2704.67,1000,1000,4,1500.0,1000,5000000.0,6000000.0,0
45,3,8198.45,8000,8000,10,9600.0,8000,23200000.0,38400000.0,0
45,4,3594.91,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
45,5,1143.89,2000,2000,27,3000.0,2000,7000000.0,12000000.0,0
45,6,7072.93,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
45,7,5017.6,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
46,0,9145.9,8000,8000,9,9600.0,8000,23200000.0,38400000.0,0
46,1,5852.58,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
46,2,3000.0,2000,2000,7,3000.0,2000,7000000.0,12000000.0,0
46,3,7996.37,8000,8000,16,9600.0,8000,24800000.0,38400000.0,0
46,4,3384.98,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
46,5,1053.98,2000,2000,29,3000.0,2000,8000000.0,12000000.0,0
46,6,6541.96,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
46,7,4886.16,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
47,0,8956.11,8000,8000,9,9600.0,8000,24800000.0,38400000.0,0
47,1,5890.18,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
47,2,3000.0,2000,2000,7,3000.0,2000,8000000.0,12000000.0,0
47,3,8465.42,8000,8000,10,9600.0,8000,26400000.0,38400000.0,0
47,4,3622.59,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
47,5,1000.0,2000,2000,30,3000.0,2000,9000000.0,12000000.0,0
47,6,6317.35,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
47,7,5009.14,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
48,0,8626.06,8000,8000,10,9600.0,8000,26400000.0,38400000.0,0
48,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
48,2,3000.0,2000,2000,7,3000.0,2000,9000000.0,12000000.0,0
48,3,8348.12,8000,8000,10,9600.0,8000,28000000.0,38400000.0,0
48,4,3194.3,4000,4000,19,6000.0,4000,20000000.0,24000000.0,0
48,5,1203.08,2000,2000,25,3000.0,2000,10000000.0,12000000.0,0
48,6,6288.72,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
48,7,5318.6,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
49,0,8227.45,8000,8000,10,9600.0,8000,28000000.0,38400000.0,0
49,1,5850.16,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
49,2,3000.0,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
49,3,8359.87,8000,8000,10,9600.0,8000,29600000.0,38400000.0,0
49,4,3081.79,4000,4000,20,6000.0,4000,20000000.0,24000000.0,0
49,5,1296.51,2000,2000,24,3000.0,2000,10000000.0,12000000.0,0
49,6,6021.81,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
49,7,5283.0,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
50,0,8257.52,8000,8000,10,9600.0,8000,29600000.0,38400000.0,0
50,1,5978.77,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
50,2,3000.0,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
50,3,8078.71,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
50,4,2698.26,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
50,5,1488.16,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
50,6,6104.89,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
50,7,5095.88,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
51,0,8645.31,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
51,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
51,2,3000.0,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
51,3,8095.59,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
51,4,3213.45,4000,4000,19,6000.0,4000,20000000.0,24000000.0,0
51,5,1751.46,2000,2000,18,3000.0,2000,10000000.0,12000000.0,0
51,6,6042.65,8000,8000,20,9600.0,8000,21600000.0,38400000.0,0
51,7,5338.77,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
52,0,8806.66,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
52,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
52,2,2855.26,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
52,3,8267.1,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
52,4,3478.05,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
52,5,1487.65,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
52,6,5746.84,8000,8000,21,9600.0,8000,23200000.0,38400000.0,0
52,7,4828.97,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
53,0,8739.3,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
53,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
53,2,3000.0,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
53,3,8285.62,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
53,4,3885.21,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
53,5,1280.63,2000,2000,24,3000.0,2000,10000000.0,12000000.0,0
53,6,5320.99,8000,8000,23,9600.0,8000,24800000.0,38400000.0,0
53,7,4815.08,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
54,0,8835.32,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
54,1,5991.83,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
54,2,2689.88,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
54,3,8263.34,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
54,4,3559.09,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
54,5,1381.09,2000,2000,22,3000.0,2000,10000000.0,12000000.0,0
54,6,5412.64,8000,8000,23,9600.0,8000,26400000.0,38400000.0,0
54,7,4580.11,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
55,0,8706.85,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
55,1,5727.02,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
55,2,2680.48,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
55,3,8502.13,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
55,4,3312.66,4000,4000,19,6000.0,4000,20000000.0,24000000.0,0
55,5,1456.69,1000,1000,7,1500.0,1000,5000000.0,6000000.0,0
55,6,5280.08,8000,8000,23,9600.0,8000,28000000.0,38400000.0,0
55,7,4381.89,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
56,0,8680.1,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
56,1,5468.21,8000,8000,22,9600.0,8000,21600000.0,38400000.0,0
56,2,2597.43,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
56,3,8202.66,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
56,4,3803.84,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
56,5,1461.98,1000,1000,7,1500.0,1000,5000000.0,6000000.0,0
56,6,5105.15,8000,8000,24,9600.0,8000,29600000.0,38400000.0,0
56,7,4435.39,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
57,0,8652.01,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
57,1,5412.97,8000,8000,23,9600.0,8000,23200000.0,38400000.0,0
57,2,2689.56,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
57,3,8392.04,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
57,4,3671.21,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
57,5,1375.61,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
57,6,5036.38,8000,8000,24,9600.0,8000,30400000.0,38400000.0,0
57,7,3859.91,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
58,0,8273.22,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
58,1,5754.69,8000,8000,21,9600.0,8000,24800000.0,38400000.0,0
58,2,2936.3,4000,4000,21,6000.0,4000,14000000.0,24000000.0,0
58,3,8329.78,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
58,4,3815.35,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
58,5,1422.3,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
58,6,5806.1,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
58,7,4139.8,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
59,0,8241.24,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
59,1,5515.8,8000,8000,22,9600.0,8000,26400000.0,38400000.0,0
59,2,2695.34,4000,4000,23,6000.0,4000,16000000.0,24000000.0,0
59,3,8380.64,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
59,4,3626.26,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
59,5,1208.96,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
59,6,5644.46,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
59,7,3869.41,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
60,0,8663.02,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
60,1,5736.21,8000,8000,21,9600.0,8000,28000000.0,38400000.0,0
60,2,2694.14,4000,4000,23,6000.0,4000,18000000.0,24000000.0,0
60,3,8750.63,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
60,4,3645.61,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
60,5,1079.77,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
60,6,6025.24,8000,8000,20,9600.0,8000,30400000.0,38400000.0,0
60,7,4004.14,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
61,0,8403.71,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
61,1,5688.63,8000,8000,22,9600.0,8000,29600000.0,38400000.0,0
61,2,2562.8,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
61,3,8404.93,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
61,4,3877.15,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
61,5,1366.18,1000,1000,8,1500.0,1000,5000000.0,6000000.0,0
61,6,5675.6,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
61,7,4144.88,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
62,0,8241.05,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
62,1,5566.85,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
62,2,2473.94,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
62,3,8188.93,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
62,4,3889.28,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
62,5,1241.54,1000,1000,9,1500.0,1000,5000000.0,6000000.0,0
62,6,5743.21,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
62,7,4132.32,1000,1000,3,1500.0,1000,5000000.0,6000000.0,0
63,0,8181.31,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
63,1,5339.96,8000,8000,23,9600.0,8000,30400000.0,38400000.0,0
63,2,2387.42,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
63,3,8377.78,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
63,4,4014.51,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
63,5,1094.9,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
63,6,5768.05,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
63,7,4320.17,2000,2000,5,3000.0,2000,7000000.0,12000000.0,0
64,0,7763.96,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
64,1,5475.8,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
64,2,2288.03,4000,4000,27,6000.0,4000,20000000.0,24000000.0,0
64,3,8520.43,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
64,4,3823.7,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
64,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
64,6,5361.16,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
64,7,4332.19,2000,2000,5,3000.0,2000,8000000.0,12000000.0,0
65,0,7828.89,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
65,1,5249.72,8000,8000,23,9600.0,8000,30400000.0,38400000.0,0
65,2,2383.82,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
65,3,8105.05,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
65,4,3807.18,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
65,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
65,6,5198.2,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
65,7,4344.04,2000,2000,5,3000.0,2000,9000000.0,12000000.0,0
66,0,7613.79,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
66,1,5153.58,8000,8000,24,9600.0,8000,30400000.0,38400000.0,0
66,2,2534.76,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
66,3,7960.83,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
66,4,4016.1,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
66,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
66,6,5330.65,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
66,7,4704.43,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
67,0,6995.88,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
67,1,4954.35,8000,8000,25,9600.0,8000,30400000.0,38400000.0,0
67,2,2621.32,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
67,3,7910.06,8000,8000,16,9600.0,8000,21600000.0,38400000.0,0
67,4,4108.88,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
67,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
67,6,5352.3,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
67,7,4665.51,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
68,0,7287.82,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
68,1,5017.96,8000,8000,24,9600.0,8000,30400000.0,38400000.0,0
68,2,2671.96,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
68,3,7807.1,8000,8000,16,9600.0,8000,23200000.0,38400000.0,0
68,4,3986.98,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
68,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
68,6,5450.91,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
68,7,4560.27,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
69,0,7360.27,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
69,1,5536.81,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
69,2,2802.63,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
69,3,7725.59,8000,8000,16,9600.0,8000,24800000.0,38400000.0,0
69,4,4287.29,4000,4000,10,6000.0,4000,14000000.0,24000000.0,0
69,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
69,6,4941.38,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
69,7,4308.25,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
70,0,6892.57,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
70,1,5448.93,8000,8000,23,9600.0,8000,30400000.0,38400000.0,0
70,2,2805.4,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
70,3,8144.7,8000,8000,10,9600.0,8000,26400000.0,38400000.0,0
70,4,4369.02,4000,4000,10,6000.0,4000,16000000.0,24000000.0,0
70,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
70,6,5148.73,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
70,7,3755.46,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
71,0,6951.47,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
71,1,5641.65,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
71,2,2583.61,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
71,3,8430.64,8000,8000,10,9600.0,8000,28000000.0,38400000.0,0
71,4,4453.64,4000,4000,9,6000.0,4000,18000000.0,24000000.0,0
71,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
71,6,5306.93,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
71,7,4323.14,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
72,0,6996.94,8000,8000,18,9600.0,8000,21600000.0,38400000.0,0
72,1,5703.7,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
72,2,2514.7,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
72,3,8218.18,8000,8000,10,9600.0,8000,29600000.0,38400000.0,0
72,4,4661.23,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
72,5,1000.0,1000,1000,10,1500.0,1000,5000000.0,6000000.0,0
72,6,5324.82,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
72,7,4203.72,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
73,0,7116.68,8000,8000,17,9600.0,8000,23200000.0,38400000.0,0
73,1,5787.12,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
73,2,2670.34,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
73,3,8090.67,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
73,4,4593.76,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
73,5,1000.0,2000,2000,30,3000.0,2000,7000000.0,12000000.0,0
73,6,5213.75,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
73,7,4298.05,4000,4000,10,6000.0,4000,14000000.0,24000000.0,0
74,0,7305.93,8000,8000,17,9600.0,8000,24800000.0,38400000.0,0
74,1,5556.58,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
74,2,2800.78,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
74,3,8429.58,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
74,4,4697.12,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
74,5,1281.52,2000,2000,24,3000.0,2000,8000000.0,12000000.0,0
74,6,5020.3,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
74,7,3986.88,4000,4000,16,6000.0,4000,16000000.0,24000000.0,0
75,0,6861.25,8000,8000,18,9600.0,8000,26400000.0,38400000.0,0
75,1,5930.59,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
75,2,2898.93,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
75,3,8415.69,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
75,4,4767.11,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
75,5,1112.7,2000,2000,27,3000.0,2000,9000000.0,12000000.0,0
75,6,5631.74,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
75,7,4019.19,4000,4000,10,6000.0,4000,18000000.0,24000000.0,0
76,0,6888.6,8000,8000,18,9600.0,8000,28000000.0,38400000.0,0
76,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
76,2,2971.08,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
76,3,8471.66,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
76,4,4569.49,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
76,5,1183.42,2000,2000,26,3000.0,2000,10000000.0,12000000.0,0
76,6,6102.24,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
76,7,4355.54,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
77,0,7286.9,8000,8000,17,9600.0,8000,29600000.0,38400000.0,0
77,1,5872.2,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
77,2,2822.64,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
77,3,8440.21,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
77,4,4583.42,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
77,5,1347.54,2000,2000,23,3000.0,2000,10000000.0,12000000.0,0
77,6,5679.13,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
77,7,4737.93,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
78,0,7247.39,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
78,1,5765.48,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
78,2,2670.83,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
78,3,8026.5,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
78,4,4789.21,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
78,5,1358.54,2000,2000,23,3000.0,2000,10000000.0,12000000.0,0
78,6,5356.64,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
78,7,4414.16,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
79,0,7163.45,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
79,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
79,2,2631.89,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
79,3,7650.71,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
79,4,4727.78,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
79,5,1317.63,2000,2000,23,3000.0,2000,10000000.0,12000000.0,0
79,6,4682.42,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
79,7,4400.59,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
80,0,7105.71,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
80,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
80,2,2909.23,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
80,3,7932.35,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
80,4,4660.56,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
80,5,1151.66,2000,2000,27,3000.0,2000,10000000.0,12000000.0,0
80,6,5325.76,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
80,7,4415.39,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
81,0,7109.2,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
81,1,5993.97,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
81,2,2938.94,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
81,3,7896.26,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
81,4,4517.14,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
81,5,1069.63,2000,2000,29,3000.0,2000,10000000.0,12000000.0,0
81,6,5317.57,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
81,7,4279.54,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
82,0,6930.99,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
82,1,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
82,2,2900.7,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
82,3,8272.26,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
82,4,3854.4,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
82,5,1233.35,2000,2000,25,3000.0,2000,10000000.0,12000000.0,0
82,6,5629.09,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
82,7,3761.19,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
83,0,6845.31,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
83,1,5907.14,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
83,2,2689.57,4000,4000,23,6000.0,4000,14000000.0,24000000.0,0
83,3,8077.8,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
83,4,3576.75,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
83,5,1496.19,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
83,6,5863.01,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
83,7,4079.08,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
84,0,7025.73,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
84,1,5624.88,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
84,2,2610.89,4000,4000,23,6000.0,4000,16000000.0,24000000.0,0
84,3,8200.15,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
84,4,3271.22,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
84,5,1603.14,2000,2000,19,3000.0,2000,10000000.0,12000000.0,0
84,6,5802.93,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
84,7,3985.37,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
85,0,7203.47,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
85,1,5735.94,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
85,2,2556.75,4000,4000,24,6000.0,4000,18000000.0,24000000.0,0
85,3,8489.98,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
85,4,3000.96,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
85,5,1695.53,2000,2000,18,3000.0,2000,10000000.0,12000000.0,0
85,6,5951.2,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
85,7,3907.98,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
86,0,7285.0,8000,8000,17,9600.0,8000,30400000.0,38400000.0,0
86,1,5423.16,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
86,2,2695.35,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
86,3,8443.76,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
86,4,2870.28,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
86,5,1852.88,2000,2000,17,3000.0,2000,10000000.0,12000000.0,0
86,6,5775.12,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
86,7,3555.87,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
87,0,6895.85,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
87,1,5574.67,8000,8000,22,9600.0,8000,21600000.0,38400000.0,0
87,2,2503.29,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
87,3,8882.45,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
87,4,2349.79,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
87,5,2107.35,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
87,6,5827.87,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
87,7,3531.69,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
88,0,6759.62,8000,8000,18,9600.0,8000,30400000.0,38400000.0,0
88,1,5674.45,8000,8000,22,9600.0,8000,23200000.0,38400000.0,0
88,2,2497.64,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
88,3,9158.28,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
88,4,2378.35,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
88,5,2129.9,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
88,6,5736.97,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
